ID_Cliente;Nome_Completo;Idade;Sexo;CPF;Estado;Cidade;Região;Tempo_de_Casa;Perfil_Investidor;Patrimonio_Total;Renda_Fixa;Acoes;FIIs;Cripto;ETFs;Tesouro;Valor_Pago_Corretora;Data_Cadastro;Ultimo_Acesso_Plataforma;Ativo
1615;Sr. Marcelo Costa;77;;81.2.239.657-75;ES;Jesus do Amparo;Sudeste;10.4;Conservador;147485.98;0.06;0.4;0.24;0.05;0.11;0.49;1296.97;2012-07-25;2017-11-09;Atv
1616;Enrico Almeida;71;Outro;42.9.961.380-58;MG;da Rosa da Mata;Sudeste;2.5;Arrojado;5380486.45;0.23;0.17;0.05;0.25;0.37;0.05;11278.56;2015-08-20;2019-12-20;N
1617;Alícia Rezende;57;F;16.2.986.042-51;SP;Caldeira de Moraes;Sudeste;5.8;Moderado;235491.72;0.22;0.32;0.08;0.06;0.07;0.11;2070.27;2021-07-30;2025-10-12;Não
1618;Laís Melo;57;Outro;12.3.528.889-72;RJ;Moraes do Campo;Sudeste;6.2;Conservador;150289.82;0.17;0.25;0.14;0.06;0.13;0.33;512.44;2010-09-27;2011-03-29;N
1619;Sr. João Moraes;63;N;03.6.808.588-09;RJ;Castro;Sudeste;1.5;Arrrojado;9006250.11;0.23;0.23;0.01;0.03;0.35;0.1;60942.72;2010-09-23;2014-05-13;Não
1620;Catarina Cardoso;63;;18.0.438.430-58;SP;Oliveira;Sudeste;3.2;Moderado;307464.62;0.03;0.17;0.32;0.07;0.2;0.04;1990.08;2017-12-19;2022-09-16;Sim
1621;Agatha da Costa;79;F;11.2.659.746-59;SC;das Neves do Amparo;Sul;11.2;Moderado;610090.96;0.24;0.22;0.22;0.1;0.01;0.04;2583.24;2012-09-29;2016-03-12;
1622;Dr. João Guilherme Pereira;52;Outro;92.0.630.416-01;SP;Teixeira;Sudeste;12.8;Conservador;27453.29;0.34;0.31;0.01;0.02;0.05;0.06;170.4;2017-05-13;2029-06-16;Sim
1623;Calebe Pires;32;N;22.3.801.370-99;SP;da Cruz de Cunha;Sudeste;1.0;Moderado;271544.66;0.27;0.23;0.09;0.09;0.0;0.02;1850.78;2024-06-11;2028-03-23;Sim
1624;Sra. Agatha Moraes;27;N;20.4.509.806-00;SP;Correia;Sudeste;13.0;Arrojado;8988910.46;0.03;0.0;0.35;0.3;0.16;0.12;34964.74;2016-08-28;2015-05-09;N
1625;Augusto Cunha;33;M;51.5.133.209-04;PR;Peixoto Alegre;Sul;12.6;Moderado;382952.26;0.24;0.03;0.13;0.02;0.02;0.06;2531.14;2013-11-11;2022-01-23;N
1626;Raul da Paz;21;F;63.8.574.339-06;SP;Fogaça de Costa;Sudeste;9.5;Arrojado;8514147.93;0.25;0.59;0.19;0.04;0.34;0.03;45609.08;2011-03-06;2018-06-21;Atv
1627;Maria Clara Sales;18;M;39.4.558.464-70;SP;Martins;Sudeste;6.5;Arrojado;1104975.29;0.24;0.24;0.27;0.2;0.02;0.06;4341.83;2017-10-20;2020-03-31;S
1628;Lívia Nogueira;72;N;50.7.519.267-01;MG;Correia;Sudeste;9.1;Arrojado;9233716.19;0.01;0.0;0.15;0.14;0.24;0.04;48456.16;2023-06-02;2023-07-01;Sim
1629;Cauê da Costa;53;N;20.2.048.710-18;RJ;Santos do Sul;Sudeste;10.1;Moderado;275315.02;0.13;0.07;0.27;0.05;0.21;0.03;1312.21;2012-06-22;2024-04-06;
1630;Eduarda Barros;31;M;45.9.550.800-07;SC;Pereira do Sul;Sul;10.3;Moderado;590309.13;0.23;0.12;0.06;0.1;0.17;0.02;3929.3;2023-09-11;2033-03-28;S
1631;Evelyn Gomes;79;;09.8.245.081-80;SP;Cardoso de Pereira;Sudeste;2.1;Moderado;775119.3;0.11;0.39;0.17;0.09;0.03;0.09;3126.56;2018-01-10;2027-01-04;Sim
1632;Brenda Silva;30;Outro;17.6.228.095-78;SP;Farias;Sudeste;2.5;Conservador;31022.85;0.14;0.12;0.2;0.08;0.0;0.0;142.21;2014-11-08;2019-02-11;Sim
1633;Francisco Farias;65;N;91.0.829.656-18;SP;da Paz do Amparo;Sudeste;1.7;Arrojado;1284222.16;0.12;0.27;0.01;0.31;0.11;0.2;4499.18;2015-06-03;2019-09-22;Atv
1634;Samuel Santos;21;M;43.9.992.570-16;AM;da Mota;Norte;2.5;Moderado;427913.34;0.08;0.38;0.19;0.03;0.11;0.08;3933.25;2022-08-28;2034-10-31;S
1635;Marina da Costa;73;;65.9.181.980-08;TO;Costa;Norte;10.3;Conservador;2648.66;0.36;0.31;0.04;0.02;0.14;0.31;8.28;2025-03-07;2030-06-05;
1636;Alícia Freitas;36;M;16.7.769.219-70;PR;da Conceição;Sul;10.1;Arrojado;7942335.44;0.26;0.2;0.01;0.17;0.09;0.17;30179.62;2012-11-21;2013-10-21;Atv
1637;Paulo da Paz;74;Outro;38.7.673.843-15;PE;Barros;Nordeste;10.6;Moderado;904920.57;0.17;0.14;0.19;0.1;0.15;0.01;1987.2;2017-11-21;2027-05-28;Sim
1638;Marcela Lima;78;F;70.3.919.056-78;SP;das Neves;Sudeste;6.1;Arrojado;8208866.64;0.12;0.19;0.37;0.25;0.23;0.08;27192.03;2017-02-09;2027-07-05;S
1639;Luana Caldeira;53;M;60.5.191.702-02;SP;Barros da Mata;Sudeste;2.3;Conservador;184860.13;0.19;0.12;0.01;0.04;0.1;0.34;1223.48;2016-05-10;2027-06-15;
1640;João Guilherme Freitas;48;M;68.2.611.147-08;MG;Peixoto de Goiás;Sudeste;3.9;Arrojado;3162835.08;0.08;0.28;0.21;0.03;0.39;0.13;13593.68;2012-07-05;2016-06-17;
1641;Diego Barbosa;22;M;68.8.592.663-94;SP;Barros;Sudeste;11.9;Consrvador;51812.36;0.45;0.35;0.34;0.04;0.07;0.52;276.7;2016-01-30;2022-08-27;Não
1642;Sra. Clara Gomes;51;;04.1.890.244-57;RJ;Freitas de Castro;Sudeste;14.9;Arrrojado;5704147.95;0.18;0.12;0.05;0.22;0.15;0.04;16156.39;2021-11-15;2029-12-22;Sim
1643;Fernando Rodrigues;23;;13.7.229.380-90;RO;Melo da Mata;Norte;6.5;Conservador;87013.83;0.33;0.15;0.37;0.08;0.09;0.13;314.38;2017-12-20;2023-07-27;
1644;Raul Alves;31;F;72.2.781.815-21;SP;Melo;sudets;10.9;Arrrojado;5721915.16;0.22;0.07;0.03;0.11;0.16;0.06;20488.51;2012-07-15;2021-05-24;Sim
1645;Sra. Sofia Souza;43;M;28.7.490.726-09;SP;Duarte Paulista;Sudeste;3.7;Moderado;750700.05;0.16;0.07;0.08;0.05;0.08;0.01;3368.59;2016-10-09;2027-02-13;N
1646;Joana Carvalho;54;F;08.2.278.146-89;AL;Costela;Nordeste;9.1;Conservador;68362.16;0.02;0.17;0.21;0.02;0.1;0.29;257.8;2014-03-19;2026-01-19;
1647;Dra. Ana Vitória Barbosa;71;F;30.6.780.194-60;RJ;da Mota;Sudeste;6.2;Moderado;672048.28;0.22;0.39;0.07;0.04;0.13;0.05;5966.78;2021-05-07;2022-12-28;
1648;Ana Luiza Cardoso;46;Outro;85.6.237.886-02;SP;Jesus do Amparo;sudets;14.8;Conservador;169903.55;0.39;0.1;0.18;0.1;0.18;0.5;613.75;2022-08-17;2031-10-08;Atv
1649;Luiz Otávio da Costa;21;N;57.4.169.843-35;SC;Costela;Sul;9.6;Conservador;159754.71;0.32;0.28;0.39;0.02;0.18;0.2;1221.67;2023-08-02;2032-06-14;Atv
1650;Maria Clara Fernandes;54;F;94.5.836.188-59;MT;Moreira dos Dourados;Centro-Oeste;7.2;Arrojado;3219310.6;0.22;0.25;0.03;0.34;0.11;0.17;18843.52;2013-11-25;2024-09-30;S
1651;Srta. Larissa Campos;25;N;82.9.598.816-64;PA;Peixoto de Souza;Norte;5.3;Arrojado;9135748.55;0.06;0.59;0.02;0.05;0.11;0.12;80192.56;2021-05-09;2032-03-19;Não
1652;Davi Luiz Freitas;78;M;86.5.510.861-87;RS;Gonçalves;sudets;3.2;Moderado;366658.45;0.05;0.09;0.32;0.1;0.15;0.06;1482.65;2019-03-18;2022-06-14;Atv
1653;Ana Carolina da Mota;40;M;16.5.755.574-73;MG;Sales da Prata;Sudeste;0.5;Conservador;173458.56;0.59;0.08;0.32;0.07;0.05;0.37;1285.32;2011-05-31;2019-05-16;Não
1654;Ana Julia da Cunha;66;Outro;10.9.600.661-87;RJ;Silva de Nogueira;Sudeste;5.1;Conservador;194536.16;0.48;0.27;0.3;0.08;0.08;0.33;878.6;2025-06-11;2029-11-18;
1655;Juliana Fogaça;36;F;36.9.757.554-69;SP;da Mata;Sudeste;5.6;Conservador;132338.28;0.14;0.15;0.01;0.07;0.06;0.04;754.88;2020-03-17;2033-03-01;Sim
1656;Murilo da Rosa;70;M;87.5.880.414-55;SP;Silva;cntro-oeste;6.5;Conservador;84166.29;0.26;0.21;0.06;0.06;0.12;0.12;437.84;2010-09-13;2011-07-21;
1657;Rafaela Souza;31;M;94.4.312.134-49;MG;Jesus de Goiás;Sudeste;9.2;Moderado;621154.22;0.08;0.32;0.16;0.09;0.18;0.02;5545.39;2018-05-22;2021-08-29;Atv
1658;Sra. Maria Clara Costa;40;N;83.7.151.041-12;PI;das Neves;Nordeste;2.0;Arrojado;6497473.94;0.01;0.11;0.16;0.31;0.34;0.01;25966.05;2015-09-06;2023-12-18;N
1659;Eduarda Gonçalves;44;N;55.7.912.094-01;SP;da Conceição;Sudeste;13.1;Moderado;997415.85;0.18;0.26;0.26;0.07;0.14;0.16;5051.16;2011-06-01;2016-01-12;Atv
1660;Gabriel Barros;42;N;48.8.689.969-28;SP;da Rocha;Sudeste;6.7;Arrojado;7343767.95;0.27;0.18;0.22;0.29;0.06;0.06;48258.77;2015-05-13;2017-10-20;N
1661;Alexandre Monteiro;47;Outro;27.0.725.445-26;ES;Martins de Minas;Sudeste;9.3;Conservador;113404.17;0.06;0.05;0.28;0.03;0.01;0.48;780.13;2019-09-25;2025-10-08;S
1662;Emanuella Cunha;33;N;82.8.035.689-42;SC;Gonçalves Alegre;Sul;9.2;Arrojado;4006412.66;0.14;0.33;0.11;0.02;0.13;0.13;27594.6;2022-08-22;2028-01-11;Sim
1663;Alana Moraes;43;N;97.4.631.771-73;MG;Freitas;Sudeste;9.8;Arrojado;6869567.75;0.11;0.28;0.36;0.19;0.01;0.1;48036.68;2011-08-12;2024-10-22;S
1664;Anthony Teixeira;26;Outro;98.6.409.466-12;RJ;Nascimento;Sudeste;8.0;Moderado;787857.07;0.26;0.16;0.09;0.02;0.11;0.08;3099.68;2013-08-24;2017-10-23;N
1665;Pedro Lucas Vieira;28;M;80.1.289.348-75;SP;Pires;Sudeste;5.0;Moderado;224252.11;0.09;0.11;0.38;0.02;0.05;0.08;633.62;2021-10-05;2023-12-06;N
1666;Dr. Emanuel Novaes;30;M;52.4.041.575-74;SP;Porto;sudets;6.3;Arrojado;2466096.31;0.01;0.23;0.01;0.25;0.16;0.05;5710.07;2014-05-24;2015-11-27;Não
1667;Dra. Larissa Moura;45;;42.0.184.457-90;RJ;Rocha;Sudeste;12.8;Moderado;538523.9;0.13;0.27;0.07;0.04;0.19;0.17;4542.25;2014-07-31;2019-05-19;S
1668;Carolina Ramos;78;N;32.6.523.465-71;SP;da Luz;Sudeste;0.2;Arrojado;7016376.67;0.05;0.5;0.29;0.15;0.29;0.12;18400.49;2012-03-26;2018-11-04;
1669;Luiza da Mata;57;F;89.1.435.354-02;SC;Aragão da Mata;Sul;3.9;Conservador;163823.18;0.56;0.3;0.11;0.1;0.09;0.11;1212.12;2013-11-07;2015-04-14;Atv
1670;João Vitor da Mota;47;Outro;13.4.074.918-16;SC;da Conceição;Sul;12.5;Moderado;300297.52;0.3;0.17;0.3;0.0;0.14;0.13;1196.53;2013-05-30;2024-07-02;
1671;Elisa Ramos;78;Outro;97.3.725.303-50;DF;Castro do Galho;cntro-oeste;6.0;Conservador;134305.44;0.04;0.37;0.31;0.04;0.07;0.17;293.41;2011-11-12;2021-04-01;Atv
1672;Srta. Maria Castro;66;F;19.5.078.730-31;SP;Nogueira do Sul;Sudeste;0.3;Conservador;193218.19;0.42;0.36;0.3;0.05;0.14;0.13;1289.86;2012-12-22;2016-05-25;
1673;Vitor Hugo Barbosa;63;Outro;62.8.497.565-12;DF;Farias;Centro-Oeste;0.4;Conservador;48738.97;0.19;0.25;0.38;0.07;0.03;0.37;226.47;2012-07-05;2020-05-28;S
1674;Gabriel da Conceição;68;;09.5.728.397-05;SC;Alves;Sul;7.6;Conservador;119265.38;0.42;0.08;0.01;0.07;0.02;0.39;965.44;2023-09-28;2035-09-25;Não
1675;Marcelo Mendes;28;Outro;67.0.327.188-76;RJ;da Paz;sudets;11.0;Arrojado;4889483.01;0.11;0.51;0.27;0.12;0.3;0.13;42345.98;2024-02-09;2030-05-22;N
1676;Sophie Pires;80;Outro;39.0.648.477-70;SP;Lima;Sudeste;3.8;Conservador;159139.17;0.39;0.05;0.19;0.09;0.13;0.02;1328.05;2013-01-03;2025-11-11;N
1677;Brenda Farias;21;F;67.2.916.942-72;SP;Viana;Sudeste;8.1;Arrojado;8149836.85;0.25;0.01;0.19;0.25;0.23;0.16;56992.96;2016-04-13;2016-01-07;Não
1678;Pedro Lucas Viana;79;F;00.1.618.321-56;PE;Aragão;Nordeste;6.3;Moderado;532087.09;0.13;0.4;0.2;0.06;0.07;0.1;1639.59;2022-05-31;2022-09-12;Sim
1679;Calebe Viana;24;N;72.3.246.447-97;SP;Cavalcanti do Galho;Sudeste;0.4;Conservador;167985.34;0.35;0.31;0.36;0.07;0.05;0.03;734.79;2024-09-02;2036-11-14;Não
1680;Bianca Almeida;19;;47.9.801.170-34;SP;Araújo;Sudeste;8.2;Conservador;86581.67;0.67;0.36;0.21;0.09;0.03;0.12;200.42;2024-11-13;2034-11-22;Atv
1681;Joana da Conceição;76;Outro;79.1.099.993-37;SC;Gomes de Goiás;Sul;3.4;Arrojado;4857055.91;0.1;0.27;0.15;0.24;0.35;0.13;34132.75;2014-06-30;2021-05-27;
1682;Joana Correia;18;M;26.7.554.753-00;SC;da Cunha de Correia;Sul;4.0;Moderado;451590.75;0.07;0.0;0.13;0.02;0.05;0.01;3857.77;2025-08-04;2024-04-16;Sim
1683;Gustavo Henrique Moraes;69;F;63.3.080.480-00;RS;Melo;Sul;2.9;Arrojado;1804242.06;0.11;0.18;0.04;0.3;0.05;0.1;15288.41;2014-06-17;2025-07-21;N
1684;Sr. Augusto da Costa;46;M;68.1.098.176-45;RJ;Pereira;Sudeste;11.7;Arrojado;1711669.85;0.05;0.01;0.13;0.38;0.02;0.08;16056.73;2012-08-26;2015-03-23;Não
1685;Sr. Renan Pereira;24;Outro;73.5.946.895-73;PA;Jesus;Norte;7.9;Moderado;321792.91;0.13;0.26;0.05;0.0;0.15;0.04;1758.65;2019-08-31;2028-10-15;S
1686;João Felipe Cavalcanti;58;N;03.2.370.140-01;SP;Sales da Praia;Sudeste;11.3;Moderado;337915.58;0.14;0.22;0.33;0.06;0.1;0.19;2515.48;2021-04-08;2033-11-01;N
1687;Srta. Valentina Almeida;49;N;25.9.611.595-66;DF;da Conceição;Centro-Oeste;9.5;Arrojado;4959058.91;0.19;0.39;0.31;0.25;0.38;0.02;18745.25;2015-02-26;2019-11-23;S
1688;João Pedro Porto;62;N;60.3.098.051-39;MG;Campos de Correia;Sudeste;2.8;Arrojado;7962061.9;0.02;0.36;0.22;0.19;0.31;0.02;62748.08;2016-02-02;2027-03-24;
1689;Sabrina Freitas;36;Outro;16.7.621.874-20;MG;Carvalho;Sudeste;9.4;Moderado;852539.84;0.06;0.17;0.02;0.1;0.1;0.05;6869.52;2020-06-20;2025-10-10;Não
1690;Diego Nogueira;28;;90.8.454.826-45;SP;Lopes do Amparo;Sudeste;9.6;Moderado;304386.37;0.19;0.21;0.29;0.05;0.0;0.03;2030.14;2016-02-19;2023-05-22;
1691;Olivia Oliveira;46;Outro;47.6.522.469-46;SP;Cunha de Goiás;Sudeste;6.0;Conservador;172448.7;0.13;0.05;0.31;0.08;0.18;0.26;711.8;2017-11-06;2023-04-27;Atv
1692;Maria Clara Sales;18;M;57.4.580.766-07;SP;Teixeira de Teixeira;Sudeste;4.5;Conservador;83032.45;0.12;0.03;0.04;0.04;0.13;0.24;339.14;2017-02-27;2015-05-27;S
1693;João Pedro Cardoso;26;Outro;88.1.603.534-05;SP;Souza Verde;Sudeste;8.1;Conservador;109579.19;0.17;0.17;0.2;0.08;0.04;0.09;777.75;2024-08-12;2027-03-14;S
1694;Dra. Clarice Carvalho;74;M;29.8.358.448-87;SP;Moreira;Sudeste;11.6;Moderado;525907.15;0.24;0.26;0.23;0.01;0.13;0.02;4688.43;2023-11-07;2036-04-26;
1695;Anthony Moreira;36;Outro;79.4.080.308-50;PI;Cunha de Correia;sudets;12.4;Moderado;258788.76;0.27;0.28;0.37;0.04;0.1;0.2;1763.02;2010-09-08;2023-08-29;N
1696;Dr. Yago Cunha;58;Outro;87.2.802.386-29;RJ;Ramos Grande;Sudeste;8.5;Conservador;172580.53;0.18;0.25;0.16;0.06;0.06;0.05;986.59;2011-08-27;2017-01-09;N
1697;Kamilly Farias;52;F;86.8.722.030-80;SP;das Neves;Sudeste;10.5;Conservador;111330.29;0.26;0.27;0.05;0.05;0.11;0.27;222.71;2024-11-06;2032-01-10;N
1698;Srta. Ana Vitória da Conceição;22;;80.7.027.292-99;RJ;Araújo das Pedras;Sudeste;1.7;Conservador;180027.07;0.29;0.36;0.08;0.07;0.09;0.35;747.64;2011-08-04;2019-02-17;
1699;Samuel Cavalcanti;35;;55.9.109.233-07;RS;Rocha;Sul;8.4;Conservador;132778.62;0.29;0.31;0.1;0.06;0.14;0.17;1084.92;2016-12-17;2028-10-23;
1700;Bruna Araújo;49;Outro;30.2.961.499-93;SP;Moreira;Sudeste;13.3;Moderado;876186.26;0.04;0.09;0.16;0.02;0.1;0.1;2324.66;2024-11-19;2023-12-26;Atv
1701;Felipe Cardoso;62;M;45.4.811.891-86;MG;Peixoto;Sudeste;7.0;Arrojado;8724531.82;0.28;0.26;0.23;0.25;0.06;0.06;71942.41;2013-01-15;2024-02-28;
1702;Lucas Cunha;71;M;72.0.080.570-03;RJ;Ribeiro das Pedras;Sudeste;13.7;Arrojado;3707664.02;0.22;0.15;0.34;0.23;0.07;0.05;22743.11;2013-03-09;2021-11-01;Atv
1703;Dr. Yuri Alves;50;M;84.6.900.158-21;SP;Correia Grande;Sudeste;14.9;Conservador;192919.99;0.46;0.18;0.27;0.07;0.12;0.5;1782.03;2022-12-06;2031-01-13;N
1704;Alícia da Luz;46;F;44.6.095.772-83;SP;Alves;Sudeste;13.7;Conservador;55366.51;0.13;0.39;0.11;0.05;0.01;0.31;162.15;2011-08-29;2012-04-10;
1705;Nina Ramos;33;Outro;74.1.804.202-79;RS;Santos da Mata;Sul;14.2;Moderado;394252.83;0.27;0.27;0.09;0.04;0.13;0.01;1086.53;2017-05-20;2015-06-12;N
1706;Kevin da Cruz;40;F;58.6.856.850-87;SP;Carvalho do Galho;cntro-oeste;7.2;Moderado;565349.97;0.06;0.17;0.22;0.07;0.04;0.16;2687.55;2022-09-15;2032-07-04;S
1707;Vinicius da Rosa;33;Outro;79.8.529.484-82;SC;Caldeira de Goiás;Sul;5.2;Arrojado;5292579.98;0.05;0.52;0.2;0.04;0.02;0.08;21644.27;2017-01-23;2022-09-25;Não
1708;Vinicius Cardoso;25;F;87.5.955.942-00;SP;Rocha de Lopes;sudets;1.6;Moderado;497502.09;0.1;0.08;0.08;0.0;0.12;0.15;1256.38;2017-04-24;2019-05-19;
1709;Juliana Nascimento;46;N;43.6.048.909-93;SP;Barros;Sudeste;1.3;Conservador;49984.04;0.65;0.03;0.27;0.05;0.19;0.08;307.82;2021-09-28;2023-11-21;N
1710;Dr. Diogo Fogaça;50;N;16.1.877.645-28;RJ;Cavalcanti;Sudeste;5.9;Moderado;378681.28;0.12;0.19;0.4;0.02;0.13;0.15;3630.78;2024-04-21;2035-12-28;
1711;Dr. Antônio Duarte;44;M;55.7.402.845-03;RJ;da Cruz da Prata;Sudeste;11.8;Conservador;158093.63;0.29;0.29;0.36;0.04;0.11;0.16;1403.29;2011-12-18;2016-01-12;Não
1712;Enrico Alves;62;F;59.4.123.459-76;MG;da Mota da Prata;Sudeste;7.8;Moderado;538767.29;0.1;0.34;0.26;0.04;0.02;0.11;3021.5;2012-06-13;2016-11-16;Atv
1713;Alícia Duarte;56;F;86.3.270.231-93;PR;Cardoso Verde;Sul;7.0;Arrojado;1502150.5;0.25;0.21;0.22;0.42;0.35;0.07;12275.13;2014-01-26;2021-04-06;S
1714;Miguel Rocha;42;F;35.6.416.298-47;RJ;Barros;Sudeste;3.1;Conservador;105408.04;0.05;0.0;0.25;0.05;0.05;0.48;446.79;2020-03-31;2018-06-04;
1715;Henrique Alves;41;M;44.8.526.023-28;MG;Gomes das Flores;Sudeste;13.1;Moderado;320598.08;0.11;0.04;0.27;0.1;0.05;0.14;1859.08;2015-12-28;2020-02-26;Atv
1716;Ian Novaes;35;Outro;89.2.752.340-78;SP;Costela do Campo;Sudeste;1.2;Conservador;52037.51;0.62;0.37;0.32;0.09;0.01;0.46;152.33;2019-02-24;2023-12-08;Sim
1717;Sarah Santos;37;;69.8.005.573-93;RJ;Santos;noredeste;8.3;Arrojado;3029190.04;0.1;0.24;0.2;0.24;0.03;0.19;27455.61;2016-04-10;2029-09-26;N
1718;Antônio Nascimento;39;N;65.5.899.065-20;PR;Azevedo de Gonçalves;Sul;13.6;Arrrojado;9762337.29;0.29;0.23;0.23;0.12;0.12;0.08;21572.91;2024-05-17;2034-04-22;Sim
1719;Rodrigo Rezende;48;M;36.3.591.142-91;RJ;Carvalho;Sudeste;1.0;Arrojado;7405763.8;0.04;0.17;0.02;0.1;0.02;0.04;21034.64;2013-05-19;2013-12-09;Atv
1720;Enrico da Conceição;56;F;24.3.023.200-60;PR;Santos;Sul;4.3;Conservador;44043.28;0.39;0.37;0.3;0.03;0.14;0.34;204.32;2022-11-11;2025-08-24;
1721;Dra. Milena Silveira;38;N;17.6.294.846-07;SP;Porto Grande;Sudeste;10.7;Arrojado;2541696.09;0.2;0.4;0.13;0.26;0.33;0.03;9827.93;2019-06-04;2024-04-24;Atv
1722;João Guilherme Pinto;33;F;60.2.731.567-99;SC;Nogueira;Sul;2.8;Arrojado;7782558.53;0.22;0.22;0.18;0.12;0.12;0.1;55532.52;2016-05-28;2017-01-08;N
1723;Paulo Cardoso;78;;21.4.629.222-95;PR;Sales;Sul;2.9;Conservador;86435.01;0.41;0.32;0.27;0.06;0.14;0.15;675.08;2014-09-15;2018-07-09;Não
1724;Danilo Lima;76;M;14.4.124.522-71;ES;Sales;Sudeste;2.2;Arrojado;8077312.99;0.06;0.2;0.29;0.09;0.24;0.19;60200.76;2012-04-18;2025-01-18;S
1725;Gabrielly da Cunha;62;F;37.4.153.583-41;RJ;da Cruz de Minas;Sudeste;5.2;Moderado;554220.19;0.01;0.26;0.09;0.07;0.18;0.13;2347.86;2012-03-28;2015-06-21;Atv
1726;Isabelly Moraes;21;;25.7.232.300-18;SP;Cardoso;Sudeste;11.2;Arrojado;4286899.21;0.19;0.48;0.24;0.14;0.3;0.15;20243.69;2015-05-28;2025-12-11;S
1727;Sra. Emanuella Ribeiro;65;Outro;65.0.869.227-55;RJ;Pires Grande;Sudeste;5.3;Conservador;111953.1;0.42;0.33;0.16;0.05;0.09;0.15;889.49;2013-09-08;2015-08-11;Não
1728;Luiza Barbosa;29;Outro;12.6.676.809-28;RS;Gomes das Flores;sudets;0.9;Conservador;135820.0;0.26;0.27;0.11;0.06;0.16;0.4;1087.03;2012-09-30;2020-09-22;N
1729;Nina Costela;64;F;26.1.434.037-59;PR;Moreira de Silva;Sul;10.7;Moderado;587098.22;0.07;0.11;0.34;0.08;0.06;0.08;1284.39;2017-08-06;2024-07-02;
1730;Gabrielly Moura;28;Outro;26.4.974.787-01;SP;Oliveira;Sudeste;13.4;Moderado;352051.36;0.04;0.14;0.36;0.04;0.05;0.13;1732.53;2025-01-04;2026-06-27;Não
1731;Emanuella Barbosa;26;Outro;48.0.569.421-14;SP;Farias;Sudeste;7.9;Moderado;432377.41;0.05;0.37;0.09;0.05;0.13;0.08;3405.55;2019-03-31;2020-07-09;Sim
1732;Alana da Costa;19;Outro;99.3.064.041-07;SP;Gonçalves;Sudeste;10.5;Arrojado;6876205.04;0.01;0.04;0.02;0.39;0.29;0.05;51583.28;2022-07-18;2028-11-06;Não
1733;Miguel Nunes;46;Outro;14.1.483.515-93;SP;das Neves;Sudeste;6.8;Moderado;748046.36;0.06;0.14;0.31;0.02;0.07;0.01;3390.13;2017-01-12;2025-06-09;N
1734;Natália Carvalho;48;M;43.5.934.106-72;SP;Rezende dos Dourados;Sudeste;5.0;Arrojado;2184311.01;0.14;0.09;0.14;0.09;0.16;0.01;6421.56;2017-03-30;2026-09-17;
1735;Letícia Cavalcanti;27;Outro;08.4.524.088-97;SP;da Mata;Sudeste;3.0;Conservador;126729.01;0.67;0.07;0.13;0.02;0.17;0.44;1162.55;2021-07-27;2025-06-27;N
1736;João Vitor Pinto;80;M;40.0.998.129-67;SP;Nunes;Sudeste;9.8;Moderado;739402.65;0.04;0.09;0.09;0.0;0.13;0.15;4880.6;2023-02-02;2024-06-25;Atv
1737;Ian Mendes;34;F;45.0.266.427-80;RJ;da Rosa de Ribeiro;Sudeste;10.6;Arrojado;2221456.3;0.21;0.11;0.21;0.34;0.12;0.16;19789.84;2016-03-25;2021-09-19;S
1738;Lorenzo Azevedo;30;M;67.7.798.367-89;SP;Ribeiro;Sudeste;8.5;Arrojado;8688094.72;0.25;0.33;0.35;0.02;0.03;0.18;68086.17;2012-08-01;2022-10-24;S
1739;Clara Lopes;54;F;08.2.366.162-82;RJ;Nascimento;Sudeste;13.3;Arrojado;7220492.24;0.04;0.3;0.32;0.25;0.03;0.19;25473.63;2013-02-11;2015-01-07;N
1740;Dr. Lucas da Rosa;80;M;08.4.039.092-09;SP;da Rosa;Sudeste;8.4;Conservador;118336.46;0.68;0.27;0.15;0.08;0.08;0.37;1054.11;2011-09-13;2024-07-30;Sim
1741;Vitor Hugo Pereira;43;N;60.5.508.005-22;MG;Fernandes da Serra;Sudeste;8.9;Moderado;918548.44;0.06;0.31;0.17;0.09;0.04;0.08;8966.31;2025-05-28;2026-02-12;
1742;Bernardo Freitas;69;M;99.4.124.361-14;PR;Cardoso da Mata;Sul;14.6;Conservador;9567.17;0.44;0.02;0.28;0.08;0.17;0.09;47.51;2012-01-23;2021-06-15;S
1743;Sra. Kamilly Souza;44;N;84.9.032.177-95;SP;Ferreira;Sudeste;11.1;Arrojado;6721250.18;0.29;0.03;0.16;0.23;0.3;0.12;61841.71;2025-07-03;2038-12-09;Não
1744;Bryan Pereira;39;N;52.2.950.838-85;SP;Jesus da Serra;Sudeste;7.4;Conservador;153598.1;0.3;0.01;0.28;0.07;0.01;0.17;1095.69;2013-10-08;2017-12-16;Sim
1745;Dr. Lucca Ribeiro;34;N;43.9.270.812-80;SP;Pinto;Sudeste;11.6;Conservador;43368.81;0.35;0.18;0.14;0.04;0.19;0.28;199.49;2014-01-07;2015-06-05;Não
1746;Dra. Joana Alves;18;;90.9.757.885-07;SP;Cardoso;Sudeste;2.3;Arrojado;1231930.29;0.15;0.0;0.0;0.25;0.32;0.02;4822.6;2016-09-02;2018-07-27;N
1747;Maria Luiza da Conceição;27;F;27.7.261.054-37;SP;Lopes do Sul;Sudeste;10.6;Conservador;100237.85;0.28;0.36;0.02;0.02;0.12;0.16;911.72;2022-12-07;2024-05-03;
